?.Name,$CrashAmount,$Churn,$Unique,$>SecurityFlaw
ipc/chromium/src/chrome/common/devtools_messages_internal.h,0,0,0,0
mobile/android/base/apache/commons/codec/Decoder.java,0,1,1,0
js/src/jit-test/tests/parallelarray/testConstructor-simple.js,0,1,1,0
layout/reftests/css-calc/vertical-align-1-ref.html,0,1,1,0
dom/interfaces/html/nsIDOMHTMLAudioElement.idl,0,22,12,0
js/src/tests/ecma_5/Function/builtin-no-construct.js,0,1,1,0
js/src/tests/js1_8_5/regress/regress-636364.js,0,2,1,0
js/src/jit-test/tests/jaeger/bug580931-2.js,0,1,1,0
layout/reftests/object/malformed-xml.html,0,0,0,0
layout/generic/test/test_bug290397.html,0,2,2,0
content/xul/templates/tests/chrome/test_tmpl_extendedsyntaxtworulesrecurse.xul,0,2,2,0
toolkit/themes/gnomestripe/mozapps/plugins/pluginGeneric.png,0,0,0,0
layout/reftests/svg/image/image-y-01.svg,0,1,1,0
security/coreconf/HP-UXB.11.20.mk,0,0,0,0
uriloader/exthandler/PExternalHelperApp.ipdl,0,3,3,0
layout/reftests/bugs/367332-1a.html,0,0,0,0
mobile/android/base/httpclientandroidlib/client/params/ClientPNames.java,0,1,1,0
build/unix/run-gprof.sh,0,0,0,0
dom/tests/mochitest/whatwg/test_postMessage_override.html,0,1,1,0
layout/reftests/svg/textPath-01.svg,0,2,2,0
gfx/cairo/zombie-face.patch,0,0,0,0
xpcom/reflect/xptcall/src/md/unix/xptcinvoke_ipf64.cpp,0,0,0,0
layout/base/crashtests/495350-1.html,0,0,0,0
layout/reftests/bugs/repeatable-diagonal-gradient.png,0,0,0,0
dom/plugins/test/mochitest/test_xulbrowser_plugin_visibility.xul,0,3,3,0
layout/reftests/text/auto-hyphenation-hu-1-ref.html,0,1,1,0
dom/locales/jar.mn,0,4,4,0
extensions/spellcheck/hunspell/tests/affixes.dic,0,1,1,0
toolkit/crashreporter/google-breakpad/src/common/mac/HTTPMultipartUpload.h,0,0,0,0
dom/workers/test/atob_worker.js,0,4,2,0
layout/reftests/abs-pos/table-2.html,0,1,1,0
security/nss/cmd/libpkix/pkix/top/Makefile,0,0,0,0
js/src/tests/js1_8/genexps/regress-380237-02.js,0,1,1,0
image/test/crashtests/invalid-size-second-frame.gif,0,1,1,0
js/src/ctypes/libffi/src/powerpc/linux64_closure.S,0,0,0,0
content/smil/crashtests/669225-1.svg,0,1,1,0
toolkit/mozapps/extensions/test/xpinstall/browser_httphash2.js,0,1,1,0
layout/base/crashtests/540760.xul,0,1,1,0
layout/reftests/css-invalid/form/form-invalid-and-barred-remove-barred.html,0,1,1,0
dom/tests/mochitest/ajax/prototype/test/unit/tmp/ajax_test.html,0,0,0,0
js/src/tests/ecma_3/RegExp/regress-465862.js,0,1,1,0
dom/tests/mochitest/dom-level2-html/files/body.xml,0,0,0,0
dom/tests/mochitest/dom-level2-html/files/textarea.html,0,0,0,0
nsprpub/pr/src/md/windows/ntio.c,0,0,0,0
testing/mochitest/MochiKit/Signal.js,0,0,0,0
tools/profiler/libunwind/src/AUTHORS,0,1,1,0
testing/mochitest/tests/MochiKit-1.4.2/tests/test_MochiKit-Color.html,0,1,1,0
mobile/android/branding/unofficial/content/Makefile.in,0,1,1,0
browser/devtools/styleinspector/test/browser_ruleview_editor_changedvalues.js,0,5,4,0
layout/reftests/svg/sizing/inline--position-absolute--01-ref.xhtml,0,1,1,0
nsprpub/pr/include/prshma.h,0,0,0,0
xpcom/tests/TestPipe.cpp,0,5,3,0
content/html/content/reftests/485377.html,0,1,1,0
xpcom/components/ModuleLoader.h,0,4,2,0
dom/tests/mochitest/dom-level1-core/test_nodeinsertbeforedocfragment.html,0,3,2,0
testing/mochitest/tests/test_sanity.html,0,4,2,0
image/test/reftest/jpeg/jpg-gray.jpg,0,1,1,0
mobile/xul/locales/generic/profile/bookmarks.json.in,0,1,1,0
build/unix/build-toolchain/r159628-r163231-r171807.patch,0,1,1,0
media/libtheora/lib/x86_vc/x86state.c,0,1,1,0
layout/reftests/bidi/bidi-004-j.html,0,1,1,0
content/html/content/test/test_bug406596.html,0,1,1,0
layout/reftests/bugs/412093-1.html,0,0,0,0
image/test/reftest/pngsuite-chunkorder/color.html,0,7,4,0
toolkit/mozapps/extensions/test/browser/browser_bug557956_9_2.xpi,0,1,1,0
layout/generic/crashtests/541277-2.html,0,0,0,0
toolkit/system/osxproxy/Makefile.in,0,1,1,0
content/canvas/test/webgl/conformance/glsl/implicit/multiply_int_vec4.vert.html,0,2,1,0
content/html/content/public/nsIHTMLMenu.idl,0,1,1,0
other-licenses/skia-npapi/Makefile.in,0,6,3,0
layout/reftests/native-theme/menulist-mirrored-when-rtl.xul,0,0,0,0
layout/reftests/bidi/115921-2.html,0,0,0,0
dom/tests/mochitest/dom-level1-core/test_documentcreatetextnode.html,0,3,2,0
layout/generic/test/test_bug405178.html,0,1,1,0
testing/tinderbox-standalone-tests/Tests/ReadLeakstatsLog.pm,0,0,0,0
xpcom/base/nsConsoleService.h,0,13,7,0
js/src/tests/ecma/ExecutionContexts/10.1.5-2.js,0,1,1,0
browser/components/tabview/test/browser_tabview_bug696602.js,0,1,1,0
layout/reftests/fonts/graphite/grtest-ref.ttf,0,1,1,0
toolkit/themes/winstripe/mozapps/extensions/extensionGeneric.png,0,1,1,0
mobile/android/themes/core/images/checkbox_checked_pressed.png,0,1,1,0
js/src/tests/ecma_2/Exceptions/global-002.js,0,1,1,0
toolkit/crashreporter/google-breakpad/src/client/linux/minidump_writer/minidump_writer.cc,0,8,3,0
browser/themes/gnomestripe/devtools/orion-debug-location.png,0,1,1,0
layout/reftests/bidi/mixedChartype-00.html,0,0,0,0
content/xul/templates/tests/chrome/test_tmpl_simplevariablesubstitutionvariableandtextconcatenated.xul,0,2,2,0
toolkit/mozapps/update/test/chrome/test_0026_check_incompat_billboard_license_addons.xul,0,6,4,0
mobile/android/base/resources/drawable-land-hdpi-v14/address_bar_url_bg.9.png,0,1,1,0
editor/libeditor/html/tests/test_bug620906.html,0,3,3,0
layout/generic/crashtests/323495-1.html,0,0,0,0
content/smil/nsSMILRepeatCount.cpp,0,0,0,0
layout/reftests/fonts/graphite/grtest-ref.ttx,0,1,1,0
layout/base/tests/bug613807-1.html,0,4,3,0
layout/reftests/border-radius/outline-ellips.html,0,0,0,0
dom/plugins/base/PluginPRLibrary.h,0,17,11,0
gfx/cairo/fix-clip-copy.patch,0,0,0,0
editor/libeditor/html/crashtests/643786-1.html,0,1,1,0
browser/base/content/test/dummy_page.html,0,0,0,0
content/canvas/test/test_2d.composite.canvas.lighter.html,0,1,1,0
content/base/test/file_CSP_main.js,0,0,0,0
content/xul/templates/src/nsXULTemplateResultStorage.h,0,0,0,0
gfx/skia/include/core/SkAdvancedTypefaceMetrics.h,0,2,2,0
layout/reftests/table-bordercollapse/frame_border_rules_cols_ref.html,0,0,0,0
gfx/skia/src/svg/SkSVGMetadata.h,0,1,1,0
browser/components/shell/src/nsSetDefaultBrowser.manifest,0,1,1,0
js/src/jit-test/tests/ion/valueToInt32.js,0,1,1,0
dom/interfaces/svg/nsIDOMSVGAnimatedRect.idl,0,0,0,0
editor/txtsvc/src/nsTextServicesFactory.cpp,0,0,0,0
dom/indexedDB/test/test_autoIncrement.html,0,4,3,0
layout/reftests/text-decoration/underline-style-block-solid-quirks.html,0,1,1,0
dom/tests/mochitest/dom-level2-html/test_hasFeature05.html,0,1,1,0
layout/reftests/bugs/255820-1.html,0,0,0,0
toolkit/mozapps/update/test/unit/test_0110_general.js,0,11,4,0
layout/reftests/svg/smil/style/anim-css-fill-1-from-by-hex-hex.svg,0,0,0,0
layout/reftests/bugs/397428-1-ref.html,0,0,0,0
build/pymake/tests/windows-paths.mk,0,0,0,0
dom/tests/mochitest/dom-level1-core/test_nodedocumentnodeattribute.html,0,3,2,0
mobile/xul/chrome/tests/browser_bookmarks_tags.js,0,1,1,0
uriloader/exthandler/nsIContentDispatchChooser.idl,0,0,0,0
intl/locales/cy/hyphenation/LICENSE,0,1,1,0
docshell/test/browser/file_bug670318.html,0,1,1,0
js/src/ion/FixedArityList.h,0,3,2,0
tools/profiler/libunwind/src/include/tdep-x86/dwarf-config.h,0,1,1,0
accessible/tests/mochitest/events/test_focus_browserui.xul,0,3,2,0
parser/htmlparser/tests/mochitest/file_bug672453_meta_utf16.html,0,1,1,0
content/html/content/test/bug441930_iframe.html,0,0,0,0
browser/devtools/styleeditor/test/browser_styleeditor_reopen.js,0,2,2,0
content/xul/templates/tests/chrome/test_tmpl_simplevariablesubstitutionquestionmarksubstitution.xul,0,2,2,0
layout/reftests/bugs/481948-1.html,0,0,0,0
parser/html/nsIParserUtils.idl,0,4,1,0
mobile/android/base/httpclientandroidlib/client/AuthCache.java,0,1,1,0
tools/profiler/libunwind/src/src/ppc32/Lregs.c,0,1,1,0
layout/xul/base/src/grid/examples/divcolumngrid.xul,0,0,0,0
layout/reftests/bugs/703186-1-ref.html,0,1,1,0
content/base/test/file_bug604660-2.xsl,0,1,1,0
js/src/tests/js1_5/Regress/regress-244619.js,0,1,1,0
layout/reftests/text-decoration/decoration-css21-ref.html,0,1,1,0
modules/freetype2/src/cache/ftcbasic.c,0,2,2,0
editor/idl/nsIEditorIMESupport.idl,0,2,1,0
layout/reftests/bugs/192767-36.xul,0,1,1,0
content/base/test/unit/3_result_2.xml,0,0,0,0
ipc/chromium/src/base/run_all_unittests.cc,0,0,0,0
mobile/android/base/strings.xml.in,0,45,14,0
layout/reftests/bugs/458487-1b.html,0,1,1,0
content/media/test/test_fragment_noplay.html,0,1,1,0
layout/reftests/pixel-rounding/image-width-10-ref.html,0,0,0,0
layout/tables/crashtests/32447-1.html,0,0,0,0
media/libvpx/vp8/encoder/tokenize.h,0,1,1,0
security/nss/cmd/bltest/tests/des3_ecb/ciphertext0,0,0,0,0
intl/unicharutil/src/ucdata.c,0,0,0,0
netwerk/base/public/nsIEncodedChannel.idl,0,0,0,0
mobile/android/base/tests/testCheck.java.in,0,6,4,0
layout/reftests/svg/sizing/object--auto-auto--px-px.svg,0,1,1,0
toolkit/mozapps/extensions/test/xpinstall/browser_httphash6.js,0,1,1,0
dom/tests/mochitest/dom-level2-html/files/pre.xhtml,0,0,0,0
extensions/spellcheck/hunspell/tests/checksharps.sug,0,1,1,0
toolkit/locales/en-US/chrome/search/search.properties,0,0,0,0
image/test/reftest/bmp/bmp-24bpp/top-to-bottom-16x16-24bpp.bmp,0,1,1,0
layout/base/crashtests/366128-1.xhtml,0,0,0,0
content/html/content/test/test_bug529819.html,0,1,1,0
layout/reftests/bugs/234686-10.html,0,0,0,0
media/libvorbis/todo.txt,0,0,0,0
tools/profiler/libunwind/src/src/mi/Lput_dynamic_unwind_info.c,0,1,1,0
widget/cocoa/nsPrintDialogX.h,0,1,1,0
content/events/test/test_bug350471.xul,0,4,4,0
js/src/jit-test/tests/jaeger/testSetElem-Indexed.js,0,1,1,0
content/events/public/nsIEventListenerService.idl,0,5,3,0
layout/tables/crashtests/399209-1.xhtml,0,0,0,0
other-licenses/simplejson-2.1.1/simplejson/tests/test_encode_basestring_ascii.py,0,1,1,0
content/html/content/test/test_bug583514.html,0,3,3,0
layout/reftests/css-invalid/form/form-static-valid.html,0,1,1,0
ipc/chromium/src/base/system_monitor.cc,0,0,0,0
browser/locales/en-US/chrome/browser/preferences/fonts.dtd,0,0,0,0
js/src/tests/ecma_5/String/split-01.js,0,1,1,0
toolkit/mozapps/extensions/test/addons/blocklist_hard1_3/install.rdf,0,1,1,0
dom/interfaces/events/nsIDOMPopStateEvent.idl,0,5,4,0
layout/reftests/css-required/css-required-password.html,0,1,1,0
mobile/android/base/httpclientandroidlib/impl/client/DefaultHttpRequestRetryHandler.java,0,1,1,0
media/libvpx/vp8/common/arm/neon/bilinearpredict8x4_neon.asm,0,3,2,0
content/html/content/test/test_bug595429.html,0,2,2,0
js/src/tests/ecma_3/Unicode/browser.js,0,0,0,0
content/base/src/nsBadCertHandler.manifest,0,1,1,0
embedding/tests/winEmbed/Makefile.in,0,1,1,0
extensions/spellcheck/hunspell/src/hunspell.h,0,1,1,0
security/coreconf/OSF1V4.0B.mk,0,0,0,0
dom/tests/mochitest/dom-level2-html/files/mod.html,0,0,0,0
js/src/tests/js1_8_5/extensions/worker-terminate.js,0,1,1,0
dom/base/crashtests/359432-1.xhtml,0,0,0,0
layout/reftests/bugs/192767-24.xul,0,1,1,0
js/src/jit-test/tests/debug/resumption-01.js,0,6,2,0
mobile/android/themes/core/jar.mn,0,19,9,0
content/canvas/test/webgl/conformance/glsl/misc/embedded-struct-definitions-forbidden.html,0,2,1,0
layout/reftests/bugs/472020-1-ref.xul,0,0,0,0
layout/reftests/svg/as-image/img-height-slice-2.html,0,2,2,0
mobile/xul/themes/core/honeycomb/images/throbber.png,0,2,2,0
layout/tools/tests/regression_tests.html,0,0,0,0
dom/plugins/test/testplugin/nptest.h,0,5,4,0
other-licenses/7zstub/src/7zip/FileManager/FormatUtils.cpp,0,0,0,0
layout/reftests/css-visited/border-2a.html,0,0,0,0
testing/mozbase/manifestdestiny/tests/include/flowers,0,1,1,0
js/src/metrics/jint/v8/crypto.js,0,3,1,0
security/manager/ssl/src/nsCMS.h,0,0,0,0
toolkit/content/tests/chrome/test_arrowpanel.xul,0,7,3,0
js/src/jit-test/tests/ion/bug716743.js,0,1,1,0
tools/profiler/libunwind/src/src/ia64/Lget_proc_info.c,0,1,1,0
js/src/tests/js1_5/decompilation/regress-437288-02.js,0,2,2,0
browser/components/shell/content/setDesktopBackground.xul,0,4,3,0
mobile/android/base/resources/drawable/gecko_actionbar_bg.xml,0,3,1,0
security/nss/cmd/bltest/tests/rc5_cbc/ciphertext0,0,0,0,0
layout/reftests/forms/textarea-in-ltr-doc-scrollbar.html,0,2,2,0
js/src/ctypes/libffi/src/sh/sysv.S,0,0,0,0
js/src/jit-test/tests/jaeger/bug618863.js,0,1,1,0
tools/update-packaging/test/to/channel-prefs.js,0,0,0,0
layout/reftests/bugs/371561-1-ref.html,0,0,0,0
dom/workers/test/test_relativeLoad.html,0,6,3,0
toolkit/crashreporter/google-breakpad/src/google_breakpad/processor/source_line_resolver_interface.h,0,1,1,0
browser/themes/pinstripe/devtools/webconsole_networkpanel.css,0,1,1,0
layout/reftests/bugs/338251-pre-oh-ref.html,0,0,0,0
layout/reftests/css-invalid/button/reftest.list,0,4,2,0
content/canvas/test/webgl/conformance/glsl/misc/shader-with-version-100.vert.html,0,2,1,0
mobile/xul/chrome/tests/browser_localepicker.js,0,1,1,0
security/nss/tests/doc/nssqa.txt,0,0,0,0
widget/windows/nsScreenManagerWin.cpp,0,2,2,0
layout/style/test/visited_image_loading.sjs,0,1,1,0
toolkit/themes/winstripe/global/icons/Landscape.png,0,0,0,0
layout/reftests/object/malformed-xml-with-type.html,0,0,0,0
toolkit/content/widgets/popup.xml,0,20,7,0
js/src/tests/ecma/extensions/15.3.1.1-1.js,0,1,1,0
toolkit/themes/gnomestripe/mozapps/extensions/extensionGeneric-16.png,0,1,1,0
browser/locales/en-US/chrome/browser/preferences/applicationManager.properties,0,0,0,0
accessible/src/atk/nsDocAccessibleWrap.cpp,0,5,4,0
layout/reftests/css-visited/outline-1-ref.html,0,0,0,0
layout/reftests/table-dom/deleteTbodyRebuild1.html,0,0,0,0
js/src/tests/js1_2/function/regexparg-2-n.js,0,2,2,0
js/src/tests/ecma_5/eval/browser.js,0,2,2,0
layout/generic/crashtests/594808-1.html,0,1,1,0
content/xbl/src/nsXBLService.h,0,7,5,0
layout/base/tests/test_bug449781.html,0,1,1,0
layout/base/crashtests/536623-1.xhtml,0,0,0,0
gfx/graphite2/src/Code.cpp,0,2,1,0
security/nss/cmd/bltest/tests/ecdsa/key16,0,0,0,0
toolkit/crashreporter/google-breakpad/src/common/solaris/dump_symbols.h,0,0,0,0
js/src/tests/js1_2/regexp/RegExp_lastParen_as_array.js,0,1,1,0
layout/reftests/font-face/order-2.html,0,0,0,0
toolkit/mozapps/extensions/test/xpcshell/test_bug570173.js,0,3,2,0
browser/themes/winstripe/syncCommon.css,0,2,1,0
layout/reftests/bugs/234686-19.gif,0,0,0,0
gfx/graphite2/src/Pass.cpp,0,2,1,0
js/src/v8-dtoa/fast-dtoa.h,0,1,1,0
widget/xpwidgets/nsTransferable.cpp,0,2,2,0
build/profile_pageloader.pl,0,0,0,0
other-licenses/virtualenv/virtualenv_support/distribute-0.6.8.tar.gz,0,1,1,0
layout/generic/test/test_bug323656.html,0,1,1,0
security/nss/lib/libpkix/pkix/store/config.mk,0,0,0,0
security/nss/cmd/bltest/tests/ecdsa/key11,0,0,0,0
dom/tests/mochitest/dom-level2-html/files/optgroup.html,0,0,0,0
mobile/android/base/httpclientandroidlib/HttpServerConnection.java,0,1,1,0
js/src/jit-test/tests/closures/bug540131.js,0,1,1,0
js/src/tests/js1_8_1/regress/regress-452498-062.js,0,1,1,0
content/canvas/test/webgl/extra/out-of-vram.html,0,1,1,0
content/base/test/test_bug562652.html,0,1,1,0
gfx/skia/src/ports/SkDebug_win.cpp,0,1,1,0
layout/reftests/native-theme/listbox-nonnative-when-styled-ref.html,0,2,1,0
layout/reftests/table-dom/appendCol1.html,0,0,0,0
modules/freetype2/src/gzip/zutil.h,0,1,1,0
content/xul/templates/src/crashtests/415019-1.xul,0,0,0,0
js/src/jit-test/tests/jaeger/bug552644.js,0,1,1,0
modules/freetype2/src/gzip/zutil.c,0,0,0,0
toolkit/mozapps/extensions/test/xpcshell/test_gfxBlacklist_Device.js,0,2,2,0
layout/reftests/bugs/528038-1b.html,0,0,0,0
toolkit/components/feeds/test/xml/rss2/feed_textinput.xml,0,0,0,0
security/nss/lib/zlib/minigzip.c,0,1,1,0
layout/reftests/border-image/10x5multicolor.png,0,0,0,0
dom/tests/mochitest/ajax/mochikit/tests/test_Color.js,0,0,0,0
layout/reftests/bugs/386310-1d.html,0,0,0,0
accessible/tests/mochitest/table/test_sels_ariagrid.html,0,3,3,0
dom/tests/mochitest/dom-level1-core/test_characterdataindexsizeerrdeletedatacountnegative.html,0,3,2,0
layout/reftests/css-disabled/button/button-fieldset-legend-ref-3.html,0,1,1,0
layout/reftests/css-submit-invalid/input-image/invalid-barred-ref.html,0,1,1,0
layout/generic/crashtests/477928.html,0,0,0,0
browser/themes/winstripe/menu-back-aero.png,0,1,1,0
toolkit/crashreporter/google-breakpad/autotools/missing,0,0,0,0
toolkit/components/feeds/test/xml/rfc4287/entry_link_2alts_allcore.xml,0,0,0,0
mobile/android/base/sync/synchronizer/UnbundleError.java,0,1,1,0
toolkit/themes/gnomestripe/global/icons/resizer.png,0,1,1,0
layout/reftests/css-default/submit-button/default-submit-button-3.html,0,0,0,0
dom/tests/mochitest/ajax/mochikit/tests/MochiKit-Signal.html,0,0,0,0
layout/reftests/svg/as-image/img-dyn-1.html,0,1,1,0
layout/base/tests/bug570378-arabic-5-ref.html,0,1,1,0
image/test/reftest/jpeg/jpg-size-5x5.png,0,1,1,0
toolkit/themes/pinstripe/global/notification/critical-bar-background.png,0,0,0,0
layout/reftests/css-submit-invalid/default-style/input-image-ref.html,0,1,1,0
js/src/tests/js1_8_5/regress/regress-619003-1.js,0,1,1,0
toolkit/themes/winstripe/global/media/volumeThumb.png,0,0,0,0
browser/themes/pinstripe/tabview/tabview-lion.png,0,1,1,0
modules/freetype2/builds/wince/vc2008-ce/freetype.vcproj,0,3,2,0
layout/reftests/text/auto-hyphenation-ca-1.html,0,1,1,0
dom/tests/mochitest/dom-level2-html/test_button01.html,0,1,1,0
intl/uconv/tests/unit/test_bug90411.js,0,3,2,0
layout/reftests/text-shadow/overflow-not-scrollable-1-ref.html,0,1,1,0
layout/reftests/box-properties/CSS21-t100301-ref.xhtml,0,0,0,0
content/canvas/test/webgl/conformance/resources/small-square-with-colorspin-profile.jpg,0,1,1,0
gfx/skia/src/animator/SkDrawOval.h,0,1,1,0
dom/tests/mochitest/dom-level1-core/test_hc_documentcreatedocumentfragment.html,0,3,2,0
js/src/jit-test/tests/basic/testBug465483.js,0,1,1,0
layout/base/crashtests/423107-1.xhtml,0,0,0,0
dom/tests/mochitest/ajax/offline/test_bypass.html,0,1,1,0
mobile/android/base/httpclientandroidlib/impl/conn/DefaultHttpRoutePlanner.java,0,1,1,0
browser/themes/pinstripe/Privacy-16.png,0,1,1,0
browser/components/sessionstore/test/browser_694378.js,0,2,2,0
image/test/reftest/jpeg/jpg-size-5x5.jpg,0,1,1,0
toolkit/themes/pinstripe/mozapps/plugins/contentPluginDownload.png,0,1,1,0
editor/libeditor/text/crashtests/580151-1.xhtml,0,1,1,0
widget/tests/taskbar_progress.xul,0,1,1,0
js/src/jit-test/tests/debug/onNewScript-01.js,0,1,1,0
browser/app/profile/extensions/testpilot@labs.mozilla.com/skin/all/tp-results-48x48.png,0,2,1,0
media/libnestegg/include/nestegg.h,0,4,1,0
layout/reftests/css-calc/reftest.list,0,8,1,0
layout/reftests/canvas/text-bidi-ltr-test.html,0,0,0,0
content/canvas/test/image_anim-gr.png,0,0,0,0
gfx/skia/include/core/SkStroke.h,0,1,1,0
dom/sms/src/Constants.cpp,0,3,1,0
layout/reftests/box-properties/width-special-values-block-intrinsic-ref.html,0,0,0,0
toolkit/themes/winstripe/global/toolbarbutton-aero.css,0,1,1,0
gfx/skia/include/core/SkTArray.h,0,2,1,0
build/pymake/tests/eval.mk,0,0,0,0
nsprpub/pr/tests/getai.c,0,0,0,0
modules/freetype2/docs/reference/ft2-list_processing.html,0,3,2,0
content/xul/templates/tests/chrome/test_tmpl_whereendswith.xul,0,2,2,0
js/src/tests/js1_8_5/regress/regress-584355.js,0,1,1,0
js/src/tests/ecma_3/Function/regress-85880.js,0,1,1,0
layout/reftests/counters/t1204-order-00-c-reference.html,0,0,0,0
js/src/tests/ecma/String/15.5.3.1-3.js,0,1,1,0
browser/themes/gnomestripe/devtools/styleeditor.css,0,4,2,0
layout/reftests/backgrounds/vector/tall--cover--nonpercent-width-nonpercent-height--crisp.html,0,2,1,0
browser/themes/winstripe/preferences/Options.png,0,1,1,0
other-licenses/virtualenv/virtualenv_support/setuptools-0.6c11-py2.6.egg,0,1,1,0
js/src/tests/js1_7/iterable/regress-568056.js,0,2,2,0
accessible/tests/mochitest/name/test_browserui.xul,0,2,2,0
dom/system/gonk/nsIAudioManager.idl,0,1,1,0
layout/xul/base/src/grid/crashtests/321066-1.xul,0,0,0,0
layout/reftests/native-theme/482955-1.xul,0,0,0,0
layout/reftests/pixel-rounding/collapsed-border-left-6.html,0,0,0,0
js/src/jit-test/tests/basic/bug713226.js,0,1,1,0
layout/reftests/table-background/border-separate-table-row-group.html,0,0,0,0
js/src/ion/IonAnalysis.h,0,18,6,0
layout/reftests/bugs/229591-1.html,0,0,0,0
js/xpconnect/shell/Makefile.in,0,4,4,0
toolkit/components/passwordmgr/test/unit/data/reference-output-02.txt,0,0,0,0
content/xml/tests/xlink/auto.xml,0,0,0,0
layout/reftests/bugs/584400-dash-length.svg,0,1,1,0
toolkit/components/viewsource/Makefile.in,0,1,1,0
extensions/spellcheck/hunspell/tests/1463589.wrong,0,1,1,0
layout/reftests/box/flexbox-attributes-no-box-horizontal.xhtml,0,1,1,0
xpcom/reflect/xptcall/src/md/unix/xptcstubs_ppc_openbsd.cpp,0,4,3,0
dom/tests/mochitest/dom-level2-html/files/form3.xhtml,0,0,0,0
layout/reftests/bugs/492661-1.html,0,0,0,0
ipc/chromium/src/chrome/common/transport_dib_linux.cc,0,0,0,0
dom/tests/mochitest/chrome/test_popup_blocker_chrome.xul,0,4,3,0
content/base/test/file_xhtmlserializer_1_wrap.xhtml,0,0,0,0
layout/reftests/backgrounds/background-position-7-ref.html,0,1,1,0
layout/reftests/box-properties/max-height-1-ref.html,0,0,0,0
browser/locales/en-US/chrome/browser/safebrowsing/phishing-afterload-warning-message.dtd,0,0,0,0
layout/reftests/bugs/521525-1.html,0,0,0,0
accessible/public/msaa/AccessibleMarshal.def,0,0,0,0
xpcom/string/public/string-template-def-char.h,0,0,0,0
mobile/android/base/Favicons.java,0,16,7,0
mobile/android/base/resources/drawable-hdpi/favicon.png,0,1,1,0
browser/themes/winstripe/sync-throbber.png,0,1,1,0
dom/tests/mochitest/dom-level2-core/test_createDocumentType03.html,0,1,1,0
mobile/xul/themes/core/images/play-hdpi.png,0,1,1,0
content/canvas/test/webgl/conformance/programs/gl-get-active-attribute.html,0,2,1,0
layout/reftests/bugs/169749-1-ref.html,0,0,0,0
content/html/content/test/test_bug646157.html,0,2,2,0
security/manager/ssl/public/nsIGenKeypairInfoDlg.idl,0,0,0,0
gfx/cairo/cairo/src/cairo-version.c,0,3,2,0
js/src/tests/ecma_5/RegExp/15.10.5-01.js,0,1,1,0
mobile/xul/chrome/content/bindings/pageaction.xml,0,1,1,0
gfx/cairo/cairo/src/cairo-version.h,0,0,0,0
js/src/tests/js1_5/Regress/regress-360969-06.js,0,1,1,0
nsprpub/pr/tests/semaerr.c,0,0,0,0
content/xul/content/crashtests/crashtests.list,0,1,1,0
dom/tests/mochitest/localstorage/test_localStorageOriginsPortDiffs.html,0,1,1,0
security/manager/ssl/public/nsICMSDecoder.idl,0,0,0,0
js/src/tests/ecma/LexicalConventions/7.4.3-14-n.js,0,1,1,0
layout/reftests/fonts/mark2A-lowunderline.ttf,0,0,0,0
mobile/android/base/sync/jpake/JPakeResponse.java,0,1,1,0
content/base/test/test_bug503481b.html,0,1,1,0
js/src/shell/jsheaptools.h,0,2,2,0
layout/reftests/backgrounds/vector/wide--contain--nonpercent-width-omitted-height.html,0,2,1,0
security/coreconf/version.pl,0,0,0,0
ipc/chromium/src/base/fix_wp64.h,0,0,0,0
layout/base/tests/font-inflation/css-transform-2-ref.html,0,1,1,0
view/public/nsViewsCID.h,0,0,0,0
layout/reftests/text/auto-hyphenation-fi-1-ref.html,0,1,1,0
content/events/src/nsDOMHashChangeEvent.cpp,0,8,4,0
layout/svg/crashtests/366956-2.svg,0,0,0,0
mobile/android/base/gfx/LayerController.java,0,77,11,0
browser/themes/pinstripe/places/plus.png,0,1,1,0
intl/uconv/ucvlatin/nsUnicodeToTCVN5712.cpp,0,1,1,0
content/canvas/test/crossorigin/video.sjs,0,1,1,0
layout/reftests/margin-collapsing/block-zero-height-2a.html,0,0,0,0
content/canvas/test/webgl/conformance/programs/invalid-UTF-16.html,0,2,1,0
other-licenses/atk-1.0/atk/atkrelationset.h,0,0,0,0
image/test/reftest/bmp/bmp-8bpp/bmp-size-2x2-8bpp.bmp,0,1,1,0
gfx/skia/src/gpu/GrGLShaderVar.h,0,2,1,0
browser/base/content/test/browser_hide_removing.js,0,1,1,0
testing/tinderbox-standalone-tests/Tests/StartupPerformanceTest.pm,0,0,0,0
security/nss/cmd/tests/baddbdir.c,0,0,0,0
xpcom/ds/nsIMutableArray.idl,0,1,1,0
dom/interfaces/html/nsIDOMMozBrowserFrame.idl,0,1,1,0
toolkit/themes/winstripe/global/icons/Search-close.png,0,0,0,0
layout/reftests/bugs/348597-ref.html,0,0,0,0
js/src/tests/js1_8_1/regress/regress-452498-155.js,0,1,1,0
content/base/crashtests/43040-1.html,0,0,0,0
js/src/tests/ecma/Expressions/11.8.2.js,0,1,1,0
js/src/jit-test/tests/jaeger/scriptedICs-1.js,0,1,1,0
browser/themes/winstripe/jar.mn,0,39,20,0
layout/reftests/font-face/ivs-1-ref.html,0,1,1,0
dom/tests/mochitest/dom-level2-html/test_HTMLOptGroupElement02.html,0,1,1,0
tools/profiler/libunwind/src/doc/unw_get_accessors.tex,0,1,1,0
build/pymake/tests/unexport.submk,0,0,0,0
nsprpub/pr/tests/tmoacc.c,0,0,0,0
layout/reftests/pagination/border-breaking-003-cols.xhtml,0,5,1,0
